code,round,page,kind,pair_id,source_id,q,item,answer,a,b,winner,included
V11,2,3,structure,py6qjxbzc6h,museum_of_future_debts,3,Place-scene fit,B,agora_compositional,single_pass,single_pass,True
V11,3,4,images,pqz6par2vck,lwb_hidden_v2_01,1,Explore preference,B,gemini_3_1_pro_preview,gpt_5_6_terra,gpt_5_6_terra,True
V11,3,4,images,pqz6par2vck,lwb_hidden_v2_01,2,Map readability,B,gemini_3_1_pro_preview,gpt_5_6_terra,gpt_5_6_terra,True
V11,3,4,images,pqz6par2vck,lwb_hidden_v2_01,3,Character-world fit,B,gemini_3_1_pro_preview,gpt_5_6_terra,gpt_5_6_terra,True
V11,4,5,images,p3muu378r39,lwb_hidden_v2_01,1,Explore preference,A,gemini_3_7_flash,gpt_5_6_sol,gemini_3_7_flash,True
V11,4,5,images,p3muu378r39,lwb_hidden_v2_01,2,Map readability,B,gemini_3_7_flash,gpt_5_6_sol,gpt_5_6_sol,True
V11,4,5,images,p3muu378r39,lwb_hidden_v2_01,3,Character-world fit,A,gemini_3_7_flash,gpt_5_6_sol,gemini_3_7_flash,True
V11,5,6,structure,pgtsk9rzfxz,night_market_of_unfinished_weather,1,Explore preference,A,single_pass,agora_compositional,single_pass,True
V11,5,6,structure,pgtsk9rzfxz,night_market_of_unfinished_weather,2,World clarity,A,single_pass,agora_compositional,single_pass,True
V11,5,6,structure,pgtsk9rzfxz,night_market_of_unfinished_weather,3,Place-scene fit,A,single_pass,agora_compositional,single_pass,True
V11,6,7,images,pqpfxmjtr95,lwb_hidden_v2_01,1,Explore preference,B,gemini_3_1_flash_lite,gemini_2_5_flash,gemini_2_5_flash,True
V11,6,7,images,pqpfxmjtr95,lwb_hidden_v2_01,2,Map readability,B,gemini_3_1_flash_lite,gemini_2_5_flash,gemini_2_5_flash,True
V11,6,7,images,pqpfxmjtr95,lwb_hidden_v2_01,3,Character-world fit,B,gemini_3_1_flash_lite,gemini_2_5_flash,gemini_2_5_flash,True
